805 10
2 1 2106
3 2 6937
4 2 2163
5 2 8477
6 1 6436
7 1 5228
8 2 5759
9 3 530
10 6 5663
11 5 6452
12 9 8432
13 8 8503
14 4 2056
15 9 2404
16 14 6806
17 14 5531
18 3 3829
19 11 3384
20 10 2629
21 17 9986
22 4 2721
23 17 9497
24 1 5553
25 22 2252
26 5 7453
27 7 3954
28 6 9944
29 26 8458
30 19 4351
31 14 1008
32 4 664
33 11 8403
34 26 8516
35 23 1773
36 30 5831
37 22 9669
38 2 7938
39 14 698
40 35 4463
41 19 4485
42 4 1305
43 27 2196
44 21 4088
45 28 5758
46 6 3700
47 21 4600
48 4 7867
49 14 3403
50 26 3689
51 48 3689
52 28 8733
53 19 5227
54 40 5678
55 10 2808
56 45 1791
57 17 1729
58 57 5712
59 54 1244
60 5 4647
61 54 7880
62 1 9701
63 4 5278
64 49 1307
65 1 5016
66 64 1125
67 59 9853
68 36 1828
69 60 3884
70 22 535
71 55 2675
72 51 8693
73 59 9914
74 19 2972
75 45 6981
76 6 4012
77 55 5787
78 30 5027
79 62 543
80 14 3471
81 43 8246
82 67 749
83 36 4605
84 76 5433
85 35 7153
86 63 6706
87 41 2808
88 58 8345
89 70 7536
90 87 8775
91 48 9166
92 29 4163
93 52 5245
94 58 6578
95 51 7286
96 68 4000
97 93 335
98 28 5636
99 11 3363
100 9 613
101 74 118
102 2 1069
103 83 2401
104 24 6795
105 49 3098
106 87 2412
107 71 378
108 92 9057
109 10 7309
110 59 3458
111 34 8999
112 18 5468
113 36 4447
114 21 3703
115 114 5779
116 46 7111
117 86 3102
118 51 9429
119 79 4079
120 20 5909
121 23 5937
122 108 2568
123 35 4102
124 57 6256
125 91 9976
126 60 2230
127 19 4073
128 37 5833
129 111 4921
130 21 9776
131 93 6101
132 61 3635
133 12 1945
134 125 4053
135 126 2409
136 45 7058
137 114 4381
138 124 1464
139 18 9723
140 72 1505
141 57 2858
142 94 731
143 39 3366
144 91 2419
145 2 5707
146 131 3398
147 76 72
148 16 7313
149 7 518
150 112 2770
151 12 7694
152 48 6232
153 148 7579
154 53 8015
155 49 1839
156 11 8257
157 145 2901
158 4 6618
159 109 6794
160 50 7726
161 2 2696
162 29 9044
163 82 8914
164 106 132
165 117 4021
166 163 60
167 1 7821
168 98 4226
169 132 5960
170 104 4556
171 139 5491
172 52 6963
173 136 2635
174 63 688
175 165 9113
176 4 5165
177 150 7766
178 59 6554
179 86 780
180 179 8640
181 65 5704
182 148 4488
183 111 5634
184 36 3313
185 156 8325
186 49 8664
187 119 4894
188 32 9370
189 6 4643
190 141 19
191 37 9971
192 100 8293
193 21 6864
194 14 2891
195 1 2012
196 165 3823
197 33 7031
198 14 1871
199 51 9250
200 44 4858
201 138 9423
202 37 4202
203 194 441
204 110 8905
205 146 1532
206 43 9876
207 128 6061
208 151 6679
209 117 7443
210 5 7124
211 131 5168
212 11 8770
213 149 368
214 2 2824
215 65 5361
216 50 1658
217 120 4369
218 156 4012
219 175 5898
220 51 8214
221 95 3583
222 171 946
223 127 6342
224 122 5929
225 47 2341
226 121 256
227 226 6231
228 40 3732
229 31 9296
230 154 1004
231 197 1919
232 175 47
233 11 7723
234 193 4138
235 44 4658
236 216 9275
237 154 359
238 235 7218
239 167 706
240 81 7798
241 134 1078
242 22 6068
243 85 6558
244 197 1719
245 106 3654
246 61 1868
247 145 5548
248 66 9078
249 114 656
250 13 4928
251 59 3525
252 232 2409
253 92 71
254 57 7926
255 27 9313
256 195 5577
257 27 2312
258 241 9874
259 135 7116
260 26 3642
261 237 3864
262 259 1804
263 217 3265
264 130 3214
265 92 4318
266 185 3030
267 205 3484
268 216 8264
269 221 3427
270 177 8616
271 49 712
272 119 9373
273 88 17
274 42 4113
275 200 5731
276 79 880
277 102 7970
278 8 3341
279 17 2957
280 206 4987
281 176 4032
282 181 1612
283 265 5711
284 23 3482
285 8 9264
286 91 8400
287 12 4879
288 169 454
289 100 2412
290 80 2145
291 92 378
292 89 185
293 238 3937
294 171 4751
295 180 6503
296 95 4175
297 246 3877
298 253 7802
299 58 5133
300 219 9664
301 291 5261
302 252 5742
303 41 1706
304 233 2846
305 212 6655
306 180 8645
307 32 1979
308 78 7735
309 269 2233
310 24 4207
311 284 5747
312 110 9450
313 53 2188
314 56 3873
315 53 5131
316 138 2133
317 145 42
318 125 2984
319 231 33
320 260 4298
321 27 669
322 54 9045
323 274 9508
324 16 701
325 100 3046
326 58 6847
327 143 6092
328 80 3095
329 294 9142
330 312 6874
331 52 8543
332 148 9905
333 129 3154
334 33 6169
335 192 892
336 59 2719
337 89 7361
338 47 1965
339 185 1029
340 267 5041
341 245 3267
342 135 5640
343 342 4899
344 28 3335
345 108 1131
346 104 6629
347 105 8298
348 177 5043
349 125 8351
350 244 3200
351 177 2593
352 42 5021
353 346 9769
354 283 325
355 138 8957
356 91 9309
357 231 1599
358 138 7222
359 346 6704
360 158 6210
361 319 615
362 280 4997
363 183 7110
364 108 8371
365 83 7129
366 314 8306
367 270 6557
368 150 5332
369 279 2063
370 265 3914
371 341 3555
372 96 8239
373 227 1575
374 321 1245
375 279 9773
376 192 1651
377 111 8184
378 96 4626
379 359 1316
380 217 2721
381 212 8539
382 240 8408
383 223 3292
384 143 1944
385 133 2949
386 300 9964
387 54 6688
388 88 913
389 187 9647
390 199 2002
391 357 2072
392 376 5723
393 105 2337
394 17 7989
395 155 4722
396 290 4467
397 8 7691
398 335 1684
399 203 1474
400 35 3749
401 240 7561
402 233 4464
403 155 8812
404 205 8234
405 268 4449
406 51 3191
407 155 2030
408 201 853
409 277 651
410 134 3690
411 164 5446
412 145 597
413 191 9826
414 330 3710
415 86 8889
416 234 4013
417 87 3797
418 15 2107
419 190 8832
420 89 5698
421 67 2101
422 407 943
423 416 5565
424 315 1963
425 212 4862
426 68 5086
427 73 7500
428 426 1151
429 24 1004
430 154 8590
431 159 630
432 14 2603
433 291 3550
434 123 8803
435 245 5347
436 340 3825
437 131 9937
438 188 430
439 268 4610
440 58 4646
441 40 9784
442 343 2547
443 209 2954
444 130 4818
445 205 7310
446 161 3383
447 159 5338
448 298 8739
449 371 8131
450 88 2239
451 161 9055
452 5 483
453 171 2885
454 212 4642
455 313 6985
456 446 8849
457 99 8631
458 96 7121
459 177 7580
