481 10
2 1 4204
3 1 2805
4 1 9066
5 2 5751
6 1 1098
7 2 2598
8 5 9407
9 1 9213
10 3 5838
11 8 4847
12 7 6420
13 4 2577
14 11 5144
15 3 8897
16 7 3625
17 9 5517
18 5 1758
19 12 6754
20 14 689
21 1 2387
22 18 9809
23 17 60
24 4 9726
25 15 1039
26 21 3579
27 14 6458
28 11 2015
29 1 607
30 12 6455
31 19 1480
32 20 6542
33 10 2101
34 30 7472
35 34 9583
36 10 1169
37 23 380
38 2 4257
39 26 2331
40 34 2930
41 22 832
42 7 4710
43 8 2463
44 15 3009
45 9 1993
46 9 2238
47 13 8436
48 38 5411
49 14 2994
50 46 5428
51 4 7594
52 6 6885
53 41 8801
54 21 8703
55 25 834
56 11 6979
57 2 775
58 10 4137
59 52 9227
60 37 2666
61 43 4762
62 26 8448
63 57 4103
64 5 2973
65 25 3473
66 17 4878
67 11 3152
68 47 1289
69 63 4139
70 45 6597
71 60 9895
72 41 9520
73 22 7302
74 13 6209
75 62 2415
76 12 5650
77 47 2698
78 76 8332
79 71 9269
80 44 3416
81 21 4709
82 22 7859
83 10 2852
84 9 6912
85 82 2734
86 62 7680
87 7 6200
88 48 5845
89 73 6306
90 62 9820
91 72 7419
92 30 950
93 37 2478
94 67 2472
95 72 5814
96 59 2309
97 16 5352
98 88 7376
99 68 6177
100 90 8653
101 40 4693
102 92 9265
103 100 8964
104 65 8060
105 97 1736
106 65 9667
107 56 16
108 42 8828
109 88 5569
110 50 3572
111 23 7615
112 13 8049
113 5 1751
114 27 683
115 69 4469
116 43 4217
117 54 5274
118 2 1758
119 81 4278
120 41 1308
121 114 6768
122 21 4644
123 90 109
124 55 1676
125 63 4153
126 111 7479
127 66 1587
128 57 5809
129 100 8282
130 112 7120
131 17 3179
132 126 7910
133 75 8881
134 52 2318
135 7 8863
136 45 3374
137 76 1900
138 105 4095
139 109 5412
140 82 6403
141 33 6643
142 22 8408
143 60 4655
144 80 226
145 92 4613
146 111 5655
147 85 1504
148 134 2958
149 92 8654
150 78 4436
151 120 1562
152 107 9572
