641 10
2 1 288
3 1 2042
4 3 6209
5 4 8580
6 3 268
7 3 1145
8 7 3051
9 3 86
10 9 2031
11 5 885
12 2 2959
13 6 8053
14 4 3748
15 3 1183
16 4 1810
17 14 7176
18 8 5708
19 11 1767
20 8 5725
21 16 7725
22 9 2314
23 22 3461
24 9 9402
25 21 9045
26 3 6472
27 16 9679
28 4 3430
29 23 1471
30 29 7646
31 9 1897
32 22 6087
33 19 1620
34 2 2715
35 10 6657
36 1 6115
37 10 3934
38 17 1805
39 10 1216
40 18 3633
41 12 1060
42 9 3607
43 22 9335
44 17 7854
45 27 3030
46 12 6084
47 38 966
48 8 8711
49 32 6136
50 2 4444
51 15 5881
52 35 9509
53 32 788
54 2 2141
55 54 3504
56 12 1546
57 45 6123
58 3 7207
59 50 7986
60 41 3255
61 13 2534
62 44 1285
63 28 7215
64 31 8043
65 33 1091
66 2 861
67 21 586
68 2 8637
69 63 6682
70 68 848
71 43 5876
72 61 3148
73 65 9857
74 66 7166
75 54 3132
76 43 8576
77 2 4661
78 73 7961
79 31 6600
80 8 6609
81 18 2830
82 10 1200
83 1 7193
84 62 7519
85 69 9291
86 4 9733
87 2 7523
88 23 907
89 64 1098
90 30 9141
91 83 7969
92 1 1985
93 55 1621
94 8 3946
95 65 4959
96 43 7984
97 36 5549
98 43 9321
99 38 5848
100 40 6791
101 70 3887
102 29 5958
103 100 8204
104 81 6544
105 66 13
106 52 8377
107 26 1162
108 38 4697
109 89 1904
110 36 9023
111 88 3879
112 9 2782
113 43 3064
114 92 294
115 90 9482
116 97 9045
117 77 106
118 107 6897
119 84 3803
120 118 8620
121 4 6867
122 20 1129
123 72 345
124 87 53
125 57 2273
126 91 3664
127 21 6207
128 106 1476
129 71 9295
130 80 2544
131 22 386
132 84 8454
133 36 5956
134 109 6109
135 57 7747
136 114 5818
137 17 5244
138 7 8964
139 38 2555
140 109 3635
141 44 161
142 130 516
143 70 7076
144 24 8329
145 42 17
146 84 7650
147 87 5895
148 99 7185
149 110 9328
150 148 279
151 5 5389
152 119 4090
153 42 7648
154 96 9572
155 6 4839
156 56 9447
157 45 2805
158 112 8754
159 72 7039
160 141 6071
161 90 1398
162 134 9146
163 12 9910
164 50 4203
165 93 1444
166 105 5754
167 42 7091
168 167 7534
169 3 2002
170 5 2383
171 76 1349
172 123 1924
173 84 4613
174 47 1934
175 5 5732
176 144 6004
177 133 9993
178 164 7464
179 169 1861
180 179 3462
181 24 7943
182 64 1323
183 1 683
184 50 6588
185 39 4208
186 145 7659
187 18 5466
188 15 8527
189 82 4534
190 54 2418
191 49 4337
192 117 4697
193 2 3545
194 71 1303
195 181 1874
196 82 5329
197 143 860
198 90 6489
199 198 2593
200 141 3162
201 191 7084
202 12 8160
203 69 2771
204 64 6798
205 44 2596
206 13 9434
207 182 1618
208 128 3914
209 84 4158
210 68 6320
211 172 1764
212 199 8200
213 96 4753
214 183 5600
215 76 1401
216 144 2548
217 63 5961
218 27 8440
219 92 8061
220 108 1415
221 92 3426
222 82 3007
223 188 7520
224 163 9586
225 47 5521
226 73 6484
227 206 2606
228 12 4396
229 107 4341
230 176 8858
231 157 3306
232 40 6110
233 142 6103
234 102 3984
235 18 1586
236 193 7604
237 48 9780
238 216 656
239 131 8968
240 116 9111
241 52 4347
242 181 9459
243 222 3936
244 82 4611
