406 10
2 1 7048
3 2 7631
4 3 2924
5 1 4163
6 4 4300
7 4 9642
8 5 9120
9 5 8987
10 5 1640
11 8 5112
12 8 8699
13 11 6254
14 9 1039
15 12 6277
16 15 8333
17 8 551
18 2 3851
19 3 8301
20 8 3501
21 20 7936
22 10 2064
23 19 2974
24 6 7879
25 21 7074
26 13 6132
27 3 9451
28 13 579
29 16 2494
30 3 8820
31 28 5087
32 18 591
33 27 9642
34 25 1166
35 1 6375
36 16 42
37 22 374
38 19 3719
39 16 5497
40 19 4040
41 20 7281
42 41 5028
43 37 9556
44 37 2988
45 12 6311
46 20 9738
47 38 2124
48 35 453
49 10 9706
50 16 6301
51 47 7736
52 33 2878
53 18 9631
54 24 6866
55 22 3957
56 11 6871
57 54 1678
58 27 8495
59 42 604
60 49 2212
61 2 4400
62 11 681
63 39 5967
64 48 1826
65 29 5489
66 19 2698
67 7 647
68 11 4133
69 63 5317
70 38 4813
71 35 4852
72 42 5731
73 58 4547
74 12 240
75 5 9692
76 15 3953
77 26 5223
78 17 8546
79 77 2590
80 43 2829
81 37 3310
82 19 1179
83 10 7792
84 65 7348
85 62 6738
86 46 6558
87 37 2444
88 66 5873
89 10 6480
90 73 393
91 39 3999
92 76 20
93 31 134
94 13 6066
95 21 7627
96 38 9687
97 6 8999
98 68 9709
99 79 761
100 55 1845
101 91 3031
102 15 4255
103 81 8758
104 32 5371
105 69 2169
106 78 3585
107 40 4682
108 106 7345
109 87 750
110 1 8652
111 27 6500
112 1 3642
113 18 2884
114 17 9309
115 37 8731
116 10 5433
117 102 9574
118 37 5436
119 8 9694
120 4 3180
121 52 5945
122 14 2771
123 9 3248
124 28 2662
125 3 5605
126 124 8969
127 83 6814
128 123 3177
129 93 9103
130 17 6357
131 99 8619
132 109 4134
133 8 6627
134 23 6000
135 44 5151
136 8 5291
137 20 8350
138 91 7305
139 17 8377
140 27 8062
141 6 7702
142 80 6495
143 64 6464
144 1 4399
145 30 6377
146 132 1627
147 35 7370
148 141 738
149 68 3918
150 128 5670
151 101 3102
152 65 5635
153 126 575
154 43 4477
155 118 4060
156 119 1148
157 22 5109
158 86 3333
159 36 1717
160 58 6308
161 132 6857
162 110 3763
163 150 5087
164 84 1745
165 160 9096
166 88 971
167 26 2195
168 110 6266
169 52 8155
170 35 396
171 1 6776
172 166 8993
173 109 4961
174 163 3456
175 21 4569
176 15 8106
177 105 1941
178 12 5659
179 142 845
180 123 3115
181 129 3289
182 113 8029
183 147 9757
184 73 5615
185 63 2835
186 48 9397
187 20 2282
188 128 5458
189 49 6986
190 159 6604
191 124 7742
192 115 3616
193 112 2369
194 59 3223
195 67 1686
196 99 4731
197 28 1482
198 120 5715
199 93 8262
200 70 3498
201 102 9671
202 7 2351
203 95 8317
204 194 4996
205 171 7408
206 147 6977
207 172 7024
208 149 2484
209 15 3582
210 191 6284
211 60 502
212 11 2864
213 163 2470
214 7 3593
215 83 824
216 133 6276
217 109 6311
218 62 6023
219 21 1671
220 42 9807
221 185 4346
222 100 6909
223 146 1948
224 222 5760
225 106 5383
226 126 2250
227 128 8186
228 148 3365
229 210 5777
230 198 5080
231 54 5398
232 222 4066
233 193 3923
234 183 2667
235 49 2145
236 121 5287
237 45 6228
238 197 2705
239 234 4059
240 209 3670
241 109 400
242 113 2829
243 225 4200
244 233 7448
245 119 3207
246 199 1985
247 47 5047
248 76 8259
249 23 1204
250 223 203
251 134 6806
252 85 4314
253 231 3243
254 194 7341
255 218 6899
256 156 4697
257 213 3215
258 23 638
259 80 7503
260 234 9766
261 36 6390
262 60 8358
263 202 4752
264 224 4663
265 30 2182
266 150 8955
267 185 2974
268 163 2304
269 209 4058
270 28 8258
271 51 477
272 11 7126
273 139 1464
274 79 8894
275 17 3371
276 37 1989
277 151 4014
278 161 1666
279 10 3376
280 54 4579
281 25 3146
282 80 1575
283 97 4513
284 168 8391
285 264 5205
286 127 2835
287 234 6287
288 52 7621
289 86 7651
290 161 7146
291 187 8279
292 264 8349
293 107 7734
294 218 6336
295 122 4529
296 196 7268
297 42 8640
298 59 8268
299 20 5616
300 10 1832
301 180 7568
